y,X
Business,Kodak buying National Semi #39;s image sensor business
Sci/Tech,National Semiconductor to Sell Imaging Unit
Sci/Tech,Briefly: EDS extends Opsware contract
Business,Shell settles with SEC for \$120 mln
Business,US Airways: More Turbulence Ahead?
Business,Citigroup to buy First American Bank
Business,"Heinz Profit Rises, Shares Higher"
Business,Northern Ireland #39;s only brewery to close
Business,Adelphia seeks \$3.2B from Rigases
Business,British Gas bills to rise
Sci/Tech,Cisco to acquire software developer P-Cube for \$200M
Sci/Tech,Windows XP SP2 Automatic Update due tomorrow
Sci/Tech,Indiana man charged with hacking into former employer #39;s systems
Sports,Russian teenager wins cycling gold
Sports,Newcastle United Football Club back in for Rooney?
World,The first Guantanamo trials are set to take place
World,Eastern provinces prepare for typhoon
World,Tehran Threatens To Retaliate If Israel Strikes Nuclear Facilities
Sci/Tech,"Luddite &lt;em&gt;Reg&lt;/em&gt; readers want flat weather, please"
Sports,Russians Complain About Gymnastics Scoring (AP)
Business,"Verizon, Qwest Ask Court to Block New FCC Rules (Reuters)"
Sports,Quincy Carter Finds a Home with the Jets (Reuters)
Business,"Verizon, Qwest Ask Court to Block FCC"
Business,U.S. Blue Chips Near Flat; Verizon Weighs
Business,US Airways: More Turbulence Ahead?
Sci/Tech,"Typhoon Aere Menaces Taiwan, Markets Close (Reuters)"
Business,Heinz Squeezes Out Results
Business,DBCC says Philippines not in a fiscal crisis situation
Business,UPDATE 1-Citigroup to acquire First American Bank of Texas
Business,Belfast brewery to close after 107 years
Business,National Commerce to Settle Suits
Business,Kodak buys National Semis imaging business
Business,"Verizon, Qwest Ask Court to Block FCC"
Business,Paying an ARM and a Leg
Sci/Tech,Microsoft To Resume SP2 Auto Updating Wednesday
Sci/Tech,Cingular to use AT amp;T brand six months after merger
Sci/Tech,Intel Cuts Prices in Preparation for New Product Line
Sci/Tech,T-Mobile Checks in at Red Roof
Sci/Tech,Virtual Girlfriend
Sci/Tech,Gartner optimistic about chip numbers
Sci/Tech,"Study: Apple, Dell lead PC customer satisfaction index"
Sci/Tech,SAP To Build New Human Resources System for US Postal Service
Sci/Tech,Backyard telescope helps find new planet
Sports,Upset Russians ask IOC to take long look at gymnastics
World,Italians brush off kidnapping threat
World,Nepal rebels suspend blockade for a month
Business,Consumers set for huge bill rises
Sci/Tech,"Briefly: Real touts one week, 1 million songs"
Sports,Minor Earthquake Shakes Athens; No Damage or Injuries
Sports,Carter - joined the Jets. (Getty Images)
Sports,Uncle Bobby speaks out on Rooney
Sci/Tech,Chipmaker Fujitsu prepares WiMax chip
Sci/Tech,HP puts choke hold on virus throttling product
Sci/Tech,"Study: Apple, Dell lead PC customer satisfaction index"
Sports,Calif. Wins at Little League World Series (AP)
Business,Oil Prices Fall to \$45 as Iraq Oil Flows
Business,"Verizon, Qwest Ask Court to Block New FCC Rules"
Business,Blue Chips Near Flat; Verizon Weighs
Sci/Tech,"Check Ears Before You Pick a Fight, Study Advises (Reuters)"
Sci/Tech,Scientists to Flesh Out George Washington's Appearance (Reuters)
Business,Poultry Producer's Stock Falls 23 Percent
Business,"Dollar Climbs, But Real Money on Sideline"
Business,Botswana firm 'dismisses' workers
World,Italian troops 'to stay in Iraq'
Business,Shell Settles Oil Reserve Fraud Case for \$150.7 Million
World,U.S. Sprinters Take Aim at 200M Semifinals
Business,Ad spending predicted to rise
Business,PUTIN ON RUSSIAN-BELARUSSIAN COMPROMISE IN GAS PRICES
Sci/Tech,AT amp;T Cell-Phone Brand Will Live On
Sci/Tech,"Vonage, NETGEAR to Offer VoIP/WLAN Devices"
Sports,"Olympic Results: Tuesday, August 24"
Sports,Saints behaviour unacceptable: Barnwell
Sports,Rangers seek Champions League riches against CSKA Moscow
Sports,Jets end not subject to suspension
World,Bali bomb conspirator escapes punishment for the crime
Sci/Tech,"Verizon, Qwest Ask Court to Block Rules"
Business,Fosters restructure proves costly
Business,Internets Google goes public
Business,UK Regulator Calls Shell Misconduct Unprecedented #39; (Update2)
Business,Markets lower as falling price for oil and BMO earnings fail to &lt;b&gt;...&lt;/b&gt;
Business,"UPDATE 4-Sanderson warns on prices, costs, 3rd-qtr net up"
Sci/Tech,"She Loves You; well, Virtually"
Sci/Tech,Microsoft leaves UN industry group
Sports,Gold medalist Noguchi pondering future
Sports,Australian rowers reprimanded
World,Italian troops  #39;to stay in Iraq #39;
World,"Locusts invade ""Passion of Christ"" town (Reuters)"
World,Afghans to Free 400 Pakistani Prisoners (AP)
Business,Oil Prices Fall to \$45 as Iraq Oil Flows
Sports,Jets Sign Quincy Carter
Business,Treasuries Slip on Lower Crude Oil
Business,United Adds Fee for Frequent-Flier Phone Bookings
World,Rulon Gardner Wins First Two Matches
Sci/Tech,Polish Cops Bust 100-Member Computer Piracy Gang
Sci/Tech,Amazon lists PlayStation 3
Business,Bank Shares Higher As M amp;A Hits Market
Business,US Home Sales Slow In July
Sci/Tech,Group urges EPA to cut pollution
Sci/Tech,International hacker ring busted
Sports,Argentina beat Italy for place in football final
Sports,Katie Smith tears cartilage; disappointment for Serbia  amp; &lt;b&gt;...&lt;/b&gt;
Sports,Argos #39; Bishop grabs weekly CFL award
Sci/Tech,"Study: Apple, Dell lead PC customer satisfaction index (MacCentral)"
World,"Karzai declares Afghanistan and Pakistan ""brothers in fighting terror"" (AFP)"
Business,Citigroup to Acquire First American Bank
Business,Short Ride to Disaster
Sports,Khan guarantees medal
Sports,Holmes on course for double
World,Najaf's Residents Feel Trapped in Battle (AP)
World,"China braces for Typhoon Aere after seven feared dead in Taiwan, Japan (AFP)"
Sci/Tech,Web Scribe Ranks Olympic Last-Place Losers (Reuters)
Sci/Tech,RealNetworks Sells 1 Million Songs Since Price Cut (Reuters)
Business,UPDATE 4-Possis tumbles after disappointing heart trial
Business,"Russia, Belarus set new deadline for common currency"
Business,85 jobs to go with closure of Belfast brewery
Business,RealNetworks Sells 1 Million Songs Since Price Cut
Sci/Tech,"Cingular, AT amp;T Reach Branding Agreement"
Sci/Tech,Of Marathon Mice And Fat Men
Sci/Tech,Gartner: Chip revenue to see steady growth
Sci/Tech,"T-Mobile, Colubris Land Wi-Fi Hotel Deals"
Sci/Tech,Hadash Party joins prisoners #39; strike for 24 hours
Sci/Tech,Wi-Fi Adapters Turn Inward
Sports,McPeak collects elusive Olympic medal
Sports,Discus Champion Thrown Out of Games
Sports,American Decathlete Clay Currently in Third
Sports,Jets sign Quincy Carter
Sports,Father and son collect consecutive holes-in-one as partners in &lt;b&gt;...&lt;/b&gt;
World,Chechen Government: 12 Militants Killed
World,IRAQ VIOLANTE DO NOT SURRENDER TO TERROR BLACKMAIL
Business,BIG HIKE IN ENERGY BILLS
Business,Putin Says Belarus Gas Spat Is Over
Sci/Tech,Vonage Teams With Netgear on VoIP Tech
World,Iraqi ministers escape attacks
Business,"Blue Chips Nudge Ahead, Oil Eases"
Sports,U.S. Takes the Bronze in Women's Beach Volleyball
Business,German Officials' Growth Outlook Better (AP)
Sci/Tech,Twenty Schools Sign Up for Legal Song Downloads
World,Bin Laden Driver Charged at Guantanamo
Sci/Tech,Eclipse to consider open-source data reporting
Sci/Tech,Gartner: Chip revenue to see steady growth
Sci/Tech,AMD chips edge ahead of Intel
Sci/Tech,Nokia to offer encryption tool
Business,Colgate to Cut 12 Percent of Work Force (Reuters)
Sci/Tech,PluggedIn: Lost? Your Phone Knows a Way Out (Reuters)
Sci/Tech,Polish Cops Bust 100-Member Computer Piracy Gang (Reuters)
Sci/Tech,Twenty Schools Sign Up for Legal Song Downloads (Reuters)
Business,"Blue Chips Are Flat, Caterpillar Gains"
Business,Trial Letdown Hits Possis Medical
Sci/Tech,Colleges Rally Against Music Piracy
Business,Stocks to Watch Tuesday (Reuters)
Sci/Tech,HP Shelves Virus Throttler
Business,A missed chance RBI could rue
Business,Shell Shocked?
Business,Trial Letdown Hits Possis Medical
Business,Sumitomo puts \$29 bn takeover bid for UFJ
Business,Japan Tobacco #39;s Canadian Unit Files for Bankruptcy Protection
Business,Cognos Makes \$52.2 Million Offer for Frango
Sci/Tech,Cisco Systems Acquires P-Cube
Sci/Tech,OMB Names Timothy Young As No. 2 IT Exec
Sci/Tech,Apple tops US consumer satisfaction
Sports,Rangers coach calls on fans to back spurned Australian Olympian
Sports,Noguchi looks back
Sports,NBA stars face formidable challengers
Sports,Italy upsets Americans in semifinals
Sports,UPDATE 1-Argentina outplay Italy to secure easy passage
World,Karzai declares Afghanistan and Pakistan  quot;brothers in fighting &lt;b&gt;...&lt;/b&gt;
Business,S P Lifts Calif. Bond Rating 3 Notches (Reuters)
Sci/Tech,Colleges Rally Against Music Piracy (washingtonpost.com)
Sci/Tech,Intel Cuts Prices in Preparation for New Product Line (NewsFactor)
Business,Gateway Adds Micro Center to Its Distribution Channel (NewsFactor)
World,Whale trapped at N.S. power plant after swimming through sluice gates (Canadian Press)
Sci/Tech,Product Review: IBM ThinkPad X40 (NewsFactor)
Sports,A Golden Moment for Misty May and Kerri Walsh
World,Ex-Member of Kerry Legal Team Arraigned (AP)
Business,JTI-Macdonald Files for Court Protection
Business,S P Lifts Calif. Bond Rating 3 Notches
World,"Iraq Forces Advance on Najaf Shrine, Battle Rages"
Business,Oil Prices Fall to \$45 as Iraq Oil Flows
Business,Food Prices Up As India Strike Continues
Sci/Tech,"Failed European first Mars probe, Beagle 2, still a mystery"
Sci/Tech,Global chip sales to increase 27 percent in 2004: study
Sci/Tech,"Pay heed to domestic market, IT firms told"
Sci/Tech,"EDS Signs With Opsware, Again"
Sci/Tech,Nokia to offer encryption tool
Sports,"Highlights from NBC #39;s Olympic coverage, and a look ahead"
World,Italy #39;s military presence in Iraq will continue despite abduction
World,Typhoon Aere Lashes Taiwan #39;s Capital
Sci/Tech,Execs upbeat on IT spending
Sci/Tech,AMD desktop chips edge ahead of Intel
Sci/Tech,"Vonage connects with Linksys, Netgear on VoIP"
Business,Adelphia Wants Rigas Family to Repay Billions
World,Challenges Face Mideast Leaders
Business,Shell Settles Corporate Fraud Charges for \$120 Million
Business,"TD, Banknorth in Talks on Possible Deal"
Business,Update 4: Kuwait Foreign Minister Discusses Oil
Business,Japan #39;s banking revival starts with a cleanup
Business,"EU will probe Microsoft, Time Warner buy"
Business,Toll Brothers profit jumps 56 percent
Business,Durable Goods Orders Rise on Plane Demand
Business,HHG buoyed by return to profits
Business,ATA says its not leaving Midway Airport
Business,"Stocks to Open Higher, Oil Still Focus"
Sci/Tech,Microsoft announces SP2 support for Singapore users
Sci/Tech,UT club has dreams of a mission to the red planet
Sci/Tech,"NTT DoCoMo, Motorola Strike Phone Deal"
Sci/Tech,Semiconductor sales booming in 2004
Sci/Tech,New RealPlayer Software Manages Media From Different Stores &lt;b&gt;...&lt;/b&gt;
Sci/Tech,Aussie teacher quits after web threats
Sci/Tech,Yahoo! loses US appeal over French ruling on Nazi auctions
Sci/Tech,Cisco boosts carrier offerings with P-Cube buy
Sci/Tech,Microsoft pulls out of standards group over intellectual property &lt;b&gt;...&lt;/b&gt;
Sci/Tech,US tops the spam league
Sci/Tech,SMIC to challenge latest TSMC infringement claims
Sci/Tech,UN organizes open-source software day across Asia
Sci/Tech,Hollywood sues DVD-chip makers
Sci/Tech,Actuate Joins Eclipse; Starts Open Source BI Project
Sci/Tech,SAP Delivers for the Mailman
Sci/Tech,NASA Picks Swede Launch Site for Balloons
Sci/Tech,"Google #39;s Real Rivals: Yahoo, MSN, And Amazon"
Sports,3rd time proves golden charm for El Guerrouj
Sports,"Olympic Results: Wednesday, August 25"
Sports,Greek judo star dies after leap
Sports,Isinbayeva aims to be female Bubka
Sports,Olympic diary: Day 12
Sports,Moorcroft Would Back Radcliffe Bid
Sports,"Foudy Improves, Remains Game-Time Decision"
Sports,US boxer topples the Russian giant
Sports,Danish player strike is called off
World,Sudan accepts deployment of more AU peacekeepers: official
World,Settling Israeli Settlements
World,Polio threatening to reach epidemic proportions in Africa
World,Palestinian intelligence chief shot
World,BA cancels four more flights
World,Pakistan #39;s Caretaker Prime Minister Steps Down
World,Hopes for peace talks as Nepal rebels lift blockade
Sci/Tech,"Japan #39;s NTT DoCoMo, Motorola strike deal to develop mobile phone"
Sports,Rulon Gardner Loses Bid for Repeat Gold (AP)
Business,Durable Goods Orders Rise on Plane Demand (Reuters)
Business,Oil Prices Halt Three-Day Losing Streak (Reuters)
World,"Two Russian Planes Crash, Cause Unclear (Reuters)"
Sports,Beltre Hits 40th in Dodgers' Win (AP)
Business,"TD, Banknorth in Talks on Possible Deal (Reuters)"
Sci/Tech,DoubleClick Signs on MSN to Use Its Rich Media Ads (Reuters)
Business,EU Probes Microsoft/Time Warner Venture (Reuters)
Sports,Jeter Helps Yankees Steal One in Cleveland (AP)
World,"Typhoon Aere Pounds Taiwan, Heads Into China (Reuters)"
Sci/Tech,Justice Dept. to Announce Cyber-Crime Crackdown (washingtonpost.com)
World,Redefining Swedishness (and causing a stir in the literary world) (AFP)
Sci/Tech,"NTT DoCoMo, Motorola Strike Phone Deal (AP)"
World,Gunmen Attack Senior Palestinian Officer (AP)
Sports,Jets Sign Quarterback Quincy Carter (AP)
World,Canada Picks Same-Sex Advocates As Judges (AP)
Business,Mortgage Applications Off in Aug. 20 Week (Reuters)
Sci/Tech,"NTT DoCoMo, Motorola to develop 3G mobile handset for business users (AFP)"
World,Zimbabwe Opposition to Boycott Elections (AP)
Sports,Bryant Judge Restricts Courtroom Cameras (AP)
Sci/Tech,"Actuate Joins Eclipse, Starts Open-Source BI Project (Ziff Davis)"
Sports,Baseball Today (AP)
Business,Fact and Comment (Forbes.com)
World,"Toronto hostage-taker holds woman at gunpoint, shot dead by police: reports (Canadian Press)"
Sci/Tech,EU Extends Review of Microsoft Deal (AP)
Sci/Tech,Critical Netscape Flaw Found (PC World)
Sports,Sharapova Loses to Wild Card in Conn. (AP)
Sports,Els Reflects on Season of Heartache (AP)
Sci/Tech,Humpback Whale Trapped at Power Plant (AP)
Business,Trading Privacy for Convenience
Sci/Tech,NASA Picks Swede Launch Site for Balloons (AP)
Sci/Tech,Project Shows Promise for Grape Growers (AP)
Business,"Skilled Labor in High Demand,  Low Supply"
Sci/Tech,"Blueberry Compound Fights Cholesterol, Study Finds (Reuters)"
Sci/Tech,Fishing Warnings Up Due to Mercury Pollution-EPA (Reuters)
Sci/Tech,Weak El Nino Forecast in Pacific by End August-NOAA (Reuters)
Sports,Molineux joy at Hoddle deal
Sci/Tech,Inhaled Anthrax Vaccine Protects in Animals-Report (Reuters)
Business,Durable Goods Orders Rise in July
Business,China raises domestic fuel prices
Business,Cigarette firm acts in tax row
Business,US house sales fall in July
Business,Famous film maker put up for sale
Business,State discloses venture results
Business,Funeral director suspended for 5 years
Business,Putnam as pariah
Business,Shakedown street
Sports,"Jeter Walks, Runs and Pulls Yanks to Victory"
Business,"In place of dollars, a cool change "
Sports,Jets Turn to Carter to Back Up Pennington
Business,July home sales strong
Business,Prices for oil fall for 3d day
Business,Yukos suffers another setback
Business,Royal Dutch/Shell fined \$120m
World,A young monk opens a rare window of candor in Tibet
Sports,Fresh face lift
Business,Toronto-Dominion seeks Banknorth stake
Sports,Give handball a sporting chance
World,Hunt for clues to Russia crashes
Sports,Middle management
Sports,Another one-run game won? This is too good
Business,On tap: aluminum bottles
World,Top Shia leader returns to Iraq
Business,July Durable Good Orders Rise 1.7 Percent
